Symbol,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DELT,DELT,Delta Technology Holdings Limited,1.91,18372007.32,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,DELTW,Delta Technology Holdings Limited,0.035,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,DENN,Denny&#39;s Corporation,12.46,878217021.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,XRAY,DENTSPLY SIRONA Inc.,62.53,14393873495,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,DEPO,"Depomed, Inc.",11.37,706071963.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,DERM,"Dermira, Inc.",32.54,1347978579,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,DEST,Destination Maternity Corporation,3.23,45180067.51,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,DXLG,"Destination XL Group, Inc.",2.65,132469935.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,DSWL,"Deswell Industries, Inc.",1.93,30988541.27,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,DTRM,"Determine, Inc. ",3.53,41882786.36,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,DXCM,"DexCom, Inc.",75.23,6495992163,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXTR,DXTR,Dextera Surgical Inc.,0.9016,8049331.528,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
DHXM,DHXM,DHX Media Ltd.,4.1501,115003931.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,DHIL,"Diamond Hill Investment Group, Inc.",189.99,652852187.6,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,FANG,"Diamondback Energy, Inc.",101.27,9128876196,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,DCIX,Diana Containerships Inc.,0.61,5710377.14,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,DRNA,"Dicerna Pharmaceuticals, Inc.",2.94,61134927.42,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,DFBG,Differential Brands Group Inc.,1.9989,26580748.54,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,DFFN,Diffusion Pharmaceuticals Inc.,2.93,30312716.41,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DGII,DGII,Digi International Inc.,12,317170248,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DGLT,DGLT,"Digiliti Money Group, Inc.",4.1,8660807.2,n/a,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/dglt
DMRC,DMRC,Digimarc Corporation,28.7,306839736,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,DRAD,Digirad Corporation,5.05,100888819.2,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,DGLY,"Digital Ally, Inc.",4.095,23258498.45,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,APPS,"Digital Turbine, Inc.",0.94,62635965.64,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,DCOM,"Dime Community Bancshares, Inc.",20.35,764536231.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,DMTX,"Dimension Therapeutics, Inc.",1.45,36313083.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,DIOD,Diodes Incorporated,23.59,1140551801,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,DISCA,"Discovery Communications, Inc.",29.16,11373618538,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,DISCB,"Discovery Communications, Inc.",28,10921170064,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,DISCK,"Discovery Communications, Inc.",28.65,11174697226,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH,DISH Network Corporation,59.61,27741599254,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,DVCR,Diversicare Healthcare Services Inc.,10.26,65260535.76,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,SAUC,"Diversified Restaurant Holdings, Inc.",2.26,60272724.22,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLHC,DLH Holdings Corp.,4.77,53622498.78,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,BOOM,DMC Global Inc.,14.5,213521069.5,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNBF,DNB Financial Corp,33.4,142005577.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,DLTR,"Dollar Tree, Inc.",78.81,18622640336,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,DGICA,"Donegal Group, Inc.",17.03,461894523.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,DGICB,"Donegal Group, Inc.",16.25,440739048.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,DMLP,"Dorchester Minerals, L.P.",17.45,535286271,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,DORM,"Dorman Products, Inc.",81.67,2822128738,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,EAGL,Double Eagle Acquisition Corp.,10.05,628125000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,EAGLU,Double Eagle Acquisition Corp.,10.54,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,EAGLW,Double Eagle Acquisition Corp.,0.5375,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
DRWI,DRWI,DragonWave Inc,1.225,10417506.58,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRYS,DRYS,DryShips Inc.,1.55,14730384.7,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSPG,DSPG,"DSP Group, Inc.",12.25,272082312.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DLTH,DLTH,Duluth Holdings Inc.,20.83,675758965.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,DNKN,"Dunkin&#39; Brands Group, Inc.",55.2,5082060643,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,DRRX,DURECT Corporation,0.8857,125674483.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,DXPE,"DXP Enterprises, Inc.",36.32,630103440.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYSL,DYSL,Dynasil Corporation of America,1.33,22557237.57,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,DYNT,Dynatronics Corporation,2.9,13327361.8,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,DVAX,Dynavax Technologies Corporation,5.6,249933140.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,ETFC,E*TRADE Financial Corporation,34.55,9490909358,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,EBMT,"Eagle Bancorp Montana, Inc.",18.55,70701636.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt
EGBN,EGBN,"Eagle Bancorp, Inc.",59.2,2019315315,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,EGLE,Eagle Bulk Shipping Inc.,5.09,377189136,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,EGRX,"Eagle Pharmaceuticals, Inc.",88.92,1353999512,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
IGLE,IGLE,Eagleline Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igle
EWBC,EWBC,"East West Bancorp, Inc.",54.09,7813919344,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,EACQ,Easterly Acquisition Corp.,9.955,248875000,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq
EACQU,EACQU,Easterly Acquisition Corp.,10.23,0,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu
EACQW,EACQW,Easterly Acquisition Corp.,0.45,0,n/a,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw
EML,EML,Eastern Company (The),26.1,163284157.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,EVBS,"Eastern Virginia Bankshares, Inc.",10.78,141396948,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVGBC,EVGBC,Eaton Vance NextShares Trust,99.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,EVSTC,Eaton Vance NextShares Trust,99.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,EVLMC,Eaton Vance NextShares Trust II,99.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,EBAY,eBay Inc.,32.18,34829637677,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,EBAYL,eBay Inc.,26.53,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,EBIX,"Ebix, Inc.",60.1,1893104685,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,ELON,Echelon Corporation,5.81,25781648.41,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,ECHO,"Echo Global Logistics, Inc.",20.45,594606265.5,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,SATS,EchoStar Corporation,56.9,5397392035,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,EEI,"Ecology and Environment, Inc.",10.5896,45472822.54,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ESES,ESES,"Eco-Stim Energy Solutions, Inc.",1.11,16705155.9,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP,EDAP TMS S.A.,2.575,74860513.3,29072044,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,EDGE,"Edge Therapeutics, Inc.",9.02,261669018.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,EDGW,"Edgewater Technology, Inc.",7.49,99877045.31,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,EDIT,"Editas Medicine, Inc.",18.99,697307027,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,EDUC,Educational Development Corporation,8.25,33678834.75,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EGAN,EGAN,eGain Corporation,1.5,40658206.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,EGLT,Egalet Corporation,4.24,106888089.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,EHTH,"eHealth, Inc.",10.89,199907947.8,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,EIGR,"Eiger BioPharmaceuticals, Inc.",7.9,66053448.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,EKSO,"Ekso Bionics Holdings, Inc.",2.85,62421304.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
LOCO,LOCO,"El Pollo Loco Holdings, Inc.",12.25,471303707,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,EMITF,Elbit Imaging Ltd.,3.43,31524471.44,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,ESLT,Elbit Systems Ltd.,116.6,4984403274,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,ERI,"Eldorado Resorts, Inc.",18.4,867008000,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,ESIO,"Electro Scientific Industries, Inc.",6.43,210070813.5,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,EA,Electronic Arts Inc.,91.94,28341840612,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,EFII,"Electronics for Imaging, Inc.",44.16,2050430805,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,ELSE,"Electro-Sensors, Inc.",3.94,13378352.74,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,ELEC,Electrum Special Acquisition Corporation,9.99,249750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,ELECU,Electrum Special Acquisition Corporation,10.35,258750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,ELECW,Electrum Special Acquisition Corporation,0.4125,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,EBIO,"Eleven Biotherapeutics, Inc.",1.91,47178424.86,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
DWAC,DWAC,Elkhorn Commodity Rotation Strategy ETF,24.4,2440048.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
ESBK,ESBK,Elmira Savings Bank NY (The),21.5,58157500,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ELTK,ELTK,Eltek Ltd.,0.65,6592795.3,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMCI,EMC Insurance Group Inc.,28.03,595189216.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,EMCF,Emclaire Financial Corp,28.2501,60804328.74,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMKR,EMCORE Corporation,8.85,235273010.9,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,EMMS,Emmis Communications Corporation,2.53,31362563.1,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,NYNY,"Empire Resorts, Inc.",24,748493928,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,ERS,"Empire Resources, Inc.",6.97,57505671.35,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,ENTA,"Enanta Pharmaceuticals, Inc.",30.63,583234008.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,ECPG,Encore Capital Group Inc,32.15,822981872.8,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,WIRE,Encore Wire Corporation,42.5,881685067.5,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,ENDP,Endo International plc,10.29,2295734089,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,ECYT,"Endocyte, Inc.",2.2,93435922.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,ELGX,"Endologix, Inc.",6.93,574672190.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
NDRA,NDRA,ENDRA Life Sciences Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ndra
NDRAW,NDRAW,ENDRA Life Sciences Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ndraw
EIGI,EIGI,"Endurance International Group Holdings, Inc.",7.2,1025022348,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,WATT,Energous Corporation,14.57,299983230.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,EFOI,"Energy Focus, Inc.",3.12,36536912.88,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
EHR,EHR,"Energy Hunter Resources, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ehr
ERII,ERII,"Energy Recovery, Inc.",8.18,440740944,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
EXXI,EXXI,"Energy XXI Gulf Coast, Inc.",28.3,939888110.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
ENOC,ENOC,"EnerNOC, Inc.",5.7,173454539.7,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENG,ENGlobal Corporation,1.66,45135536.12,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,ENPH,"Enphase Energy, Inc.",1.23,103660011.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,ESGR,Enstar Group Limited,188.8,3667313882,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENFC,ENFC,Entegra Financial Corp.,23.1,149113849.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/enfc
ENTG,ENTG,"Entegris, Inc.",23.9,3386728086,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTL,ENTL,"Entellus Medical, Inc.",14.13,309131929.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETRM,ETRM,EnteroMedics Inc.,4.69,32238487.82,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,EBTC,Enterprise Bancorp Inc,34.7,399656903,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,EFSC,Enterprise Financial Services Corporation,42.4,993984302.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,EGT,Entertainment Gaming Asia Incorporated,1.91,27626660.2,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENZY          ,ENZY          ,Enzymotec Ltd.,9.1,208798335.2,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
EPZM,EPZM,"Epizyme, Inc.",14.55,847518963.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,PLUS,ePlus inc.,67.7,1917390464,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,EQIX,"Equinix, Inc.",401.84,31225686849,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,EQFN,Equitable Financial Corp.,10.3838,35208371.43,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,EQBK,"Equity Bancshares, Inc.",31.49,395953717,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
ERIC,ERIC,Ericsson,6.23,2032309588,326213417,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,ERIE,Erie Indemnity Company,123.08,6435836953,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESCA,ESCA,"Escalade, Incorporated",13.15,188656843.2,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESPR,ESPR,"Esperion Therapeutics, Inc.",36.69,827581034.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,ESSA,"ESSA Bancorp, Inc.",15,172470630,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,EPIX,ESSA Pharma Inc.,2.05,59648622.45,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,ESND,Essendant Inc.,15.06,564750737.9,n/a,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
ETSY,ETSY,"Etsy, Inc.",10.63,1234458913,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,CLWT,Euro Tech Holdings Company Limited,3.7,7629063.3,n/a,n/a,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,EEFT,"Euronet Worldwide, Inc.",84.82,4446265079,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,ESEA,Euroseas Ltd.,1.3899,15174508.45,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,EVEP,"EV Energy Partners, L.P.",1.56,77015435.64,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBG,EVBG,"Everbridge, Inc.",22.67,617435246,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evbg
EVK,EVK,"Ever-Glory International Group, Inc.",2.7,39940657.2,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
MRAM,MRAM,"Everspin Technologies, Inc.",9.15,114376628.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVLV,EVLV,EVINE Live Inc.,1.33,80986777.62,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVGN,EVGN,Evogene Ltd.,5.0551,128701880.5,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVOK,EVOK,"Evoke Pharma, Inc.",2.45,37701396.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,EVOL,"Evolving Systems, Inc.",5.15,64182863.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,EXA,Exa Corporation,13.61,202741147.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,EXAS,Exact Sciences Corporation,23.93,2646749125,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,EXAC,"Exactech, Inc.",26.6,380401093.8,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,EXEL,"Exelixis, Inc.",20.98,6132502883,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
